x0000,y0000
3.6496350365,5.
10.9489051095,51.
18.2481751825,131.
25.5474452555,140.
32.8467153285,170.
40.1459854015,181.
47.4452554745,234.
54.7445255474,224.
62.0437956204,203.
69.3430656934,158.
76.6423357664,140.
83.9416058394,106.
91.2408759124,102.
98.5401459854,82.
105.8394160584,60.
113.1386861314,55.
120.4379562044,50.
127.7372262774,47.
135.0364963504,27.
142.3357664234,38.
149.6350364964,25.
156.9343065693,18.
164.2335766423,20.
171.5328467153,23.
178.8321167883,21.
186.1313868613,21.
193.4306569343,14.
200.7299270073,16.
208.0291970803,12.
215.3284671533,7.
222.6277372263,3.
229.9270072993,8.
237.2262773723,14.
244.5255474453,8.
251.8248175182,8.
259.1240875912,11.
266.4233576642,12.
273.7226277372,3.
281.0218978102,9.
288.3211678832,4.
295.6204379562,1.
302.9197080292,7.
310.2189781022,2.
317.5182481752,5.
324.8175182482,3.
332.1167883212,8.
339.4160583942,7.
346.7153284672,3.
354.0145985401,5.
361.3138686131,7.
368.6131386861,7.
375.9124087591,9.
383.2116788321,4.
390.5109489051,3.
397.8102189781,3.
405.1094890511,5.
412.4087591241,5.
419.7080291971,3.
427.0072992701,3.
434.3065693431,4.
441.6058394161,3.
448.9051094891,6.
456.2043795620,6.
463.5036496350,2.
470.8029197080,6.
478.1021897810,1.
485.4014598540,1.
492.7007299270,5.
500.,4.
507.299270073,3.
514.598540146,2.
521.897810219,3.
529.197080292,4.
536.496350365,0.
543.795620438,2.
551.0948905109,4.
558.3941605839,0.
565.6934306569,2.
572.9927007299,5.
580.2919708029,6.
587.5912408759,2.
594.8905109489,2.
602.1897810219,2.
609.4890510949,0.
616.7883211679,2.
624.0875912409,0.
631.3868613139,0.
638.6861313869,2.
645.9854014599,1.
653.2846715328,1.
660.5839416058,1.
667.8832116788,0.
675.1824817518,0.
682.4817518248,0.
689.7810218978,1.
697.0802919708,1.
704.3795620438,2.
711.6788321168,1.
718.9781021898,1.
726.2773722628,1.
733.5766423358,1.
740.8759124088,0.
748.1751824818,0.
755.4744525547,0.
762.7737226277,1.
770.0729927007,1.
777.3722627737,0.
784.6715328467,1.
791.9708029197,1.
799.2700729927,1.
806.5693430657,0.
813.8686131387,0.
821.1678832117,0.
828.4671532847,0.
835.7664233577,0.
843.0656934307,0.
850.3649635036,0.
857.6642335766,0.
864.9635036496,0.
872.2627737226,0.
879.5620437956,0.
886.8613138686,1.
894.1605839416,0.
901.4598540146,0.
908.7591240876,2.
916.0583941606,0.
923.3576642336,0.
930.6569343066,1.
937.9562043796,1.
945.2554744526,0.
952.5547445255,0.
959.8540145985,0.
967.1532846715,0.
974.4525547445,0.
981.7518248175,0.
989.0510948905,0.
996.3503649635,0.
